culture,country,province,site,date,labNo,sample,species,substrate,mtype,sampling_event,winter,Pd1,Pd2,Pd3,Pd11,Pd12,Pd5,Pd6,Pd7,Pd9,Pd13,Pd10,Pd14,Pd21,Pd23,Pd4,Pd17,Pd19,Pd22,Sla2_Long,Sla2_Short
Gd_01585-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01585,20180304_B_WLG_16,Mmyo,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,428,239,271,267,335,410,245,271,441,547,208
Gd_01585-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01585,20180304_B_WLG_16,Mmyo,bat,2,2018_spring_bat,Winter17/18,216,180,264,261,142,360,208,224,411,458,239,271,260,342,386,245,271,431,547,208
Gd_01585-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01585,20180304_B_WLG_16,Mmyo,bat,2,2018_spring_bat,Winter17/18,216,180,264,261,142,360,208,224,411,458,239,271,267,342,392,245,271,431,547,208
Gd_01586-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01586,20180304_B_WLG_17,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,186,264,249,142,366,208,224,396,440,239,264,267,342,398,245,271,431,519,240
Gd_01586-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01586,20180304_B_WLG_17,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,186,264,261,142,360,208,224,411,446,239,271,267,342,392,245,276,431,547,208
Gd_01587-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01587,20180304_B_WLG_18,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01587-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01587,20180304_B_WLG_18,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_01587-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01587,20180304_B_WLG_18,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_01588-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01588,20180304_B_WLG_19,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01588-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01588,20180304_B_WLG_19,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01588-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01588,20180304_B_WLG_19,Mmyo,bat,1,2018_spring_bat,Winter17/18,196,196,264,261,154,366,208,233,396,403,239,264,267,352,392,245,271,481,519,240
Gd_01589-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01589,20180304_B_WLG_20,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,196,264,255,148,372,208,224,411,421,239,264,267,335,362,245,276,441,547,208
Gd_01589-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01589,20180304_B_WLG_20,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,186,264,249,142,366,208,224,396,440,239,264,267,342,398,245,271,431,519,240
Gd_01590-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01590,20180304_B_WLG_21,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_01590-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01590,20180304_B_WLG_21,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01590-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01590,20180304_B_WLG_21,Mmyo,bat,1,2018_spring_bat,Winter17/18,196,196,264,261,154,366,208,233,396,403,239,264,267,352,392,245,271,481,519,240
Gd_01591-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01591,20180304_B_WLG_22,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01591-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01591,20180304_B_WLG_22,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01591-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01591,20180304_B_WLG_22,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,192,264,261,148,212,208,224,426,409,239,318,285,347,410,245,271,441,547,208
Gd_01592-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01592,20180304_B_WLG_23,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,196,264,249,142,366,208,233,396,390,239,258,267,347,398,245,271,481,519,240
Gd_01592-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01592,20180304_B_WLG_23,Mmyo,bat,2,2018_spring_bat,Winter17/18,262,180,264,249,142,366,208,224,426,428,239,271,267,335,416,245,271,441,547,208
Gd_01592-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01592,20180304_B_WLG_23,Mmyo,bat,1,2018_spring_bat,Winter17/18,196,196,264,261,154,366,208,233,396,403,239,264,267,352,392,245,271,481,519,240
Gd_01593-aa,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01593,20180304_B_WLG_24,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,196,264,249,142,366,208,233,396,390,239,258,267,347,404,245,271,481,519,240
Gd_01593-ab,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01593,20180304_B_WLG_24,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,196,264,249,142,366,208,233,396,390,239,258,267,347,404,245,271,481,519,240
Gd_01593-ac,Germany,Mecklenburg Western Pomerania,Wolgast,04.03.2018,Gd01593,20180304_B_WLG_24,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,196,264,249,142,366,208,233,396,390,239,258,267,347,404,245,271,481,519,240
Gd_01611-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01611,20180310_B_RIB_1,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01611-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01611,20180310_B_RIB_1,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01611-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01611,20180310_B_RIB_1,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01612-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01612,20180310_B_RIB_2,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01612-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01612,20180310_B_RIB_2,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01612-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01612,20180310_B_RIB_2,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01612-ad,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01612,20180310_B_RIB_2,Mnat,bat,2,2018_spring_bat,Winter17/18,196,196,240,261,142,360,208,224,396,390,239,264,267,342,398,245,271,431,547,208
Gd_01613-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01613,20180310_B_RIB_3,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01613-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01613,20180310_B_RIB_3,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01613-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01613,20180310_B_RIB_3,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01614-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01614,20180310_B_RIB_4,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01614-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01614,20180310_B_RIB_4,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01614-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01614,20180310_B_RIB_4,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01615-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01615,20180310_B_RIB_5,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01615-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01615,20180310_B_RIB_5,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01615-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01615,20180310_B_RIB_5,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01617-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01617,20180310_B_RIB_7,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01617-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01617,20180310_B_RIB_7,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01618-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01618,20180310_B_RIB_8,Mnat,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,446,239,264,267,342,410,245,276,431,519,240
Gd_01618-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01618,20180310_B_RIB_8,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01618-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01618,20180310_B_RIB_8,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01619-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01619,20180310_B_RIB_9,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01619-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01619,20180310_B_RIB_9,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01619-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01619,20180310_B_RIB_9,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01620-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01620,20180310_B_RIB_10,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01620-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01620,20180310_B_RIB_10,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01620-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01620,20180310_B_RIB_10,Mnat,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,404,245,271,431,547,208
Gd_01621-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01621,20180310_B_RIB_11,Mnat,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_01621-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01621,20180310_B_RIB_11,Mnat,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_01621-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01621,20180310_B_RIB_11,Mnat,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_01622-aa,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01622,20180310_B_RIB_12,Mnat,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,458,239,264,267,342,410,245,276,431,519,240
Gd_01622-ab,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01622,20180310_B_RIB_12,Mnat,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,458,239,264,267,342,410,245,276,431,519,240
Gd_01622-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01622,20180310_B_RIB_12,Mnat,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,458,239,264,267,342,410,245,276,431,519,240
Gd_01623-ac,Germany,Mecklenburg Western Pomerania,Richtenberg,10.03.2018,Gd01623,20180310_B_RIB_13,Mnat,bat,1,2018_spring_bat,Winter17/18,257,196,264,255,142,372,208,224,411,446,242,264,267,342,410,245,276,431,519,240
Gd_01626-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01626,20180310_B_SAN_16,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,431,547,208
Gd_01626-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01626,20180310_B_SAN_16,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,431,547,208
Gd_01626-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01626,20180310_B_SAN_16,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,431,547,208
Gd_01627-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01627,20180310_B_SAN_17,Mnat,bat,2,2018_spring_bat,Winter17/18,221,186,264,261,142,360,208,224,426,446,239,264,267,342,404,245,271,431,547,208
Gd_01627-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01627,20180310_B_SAN_17,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,441,547,208
Gd_01627-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01627,20180310_B_SAN_17,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,431,547,208
Gd_01628-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01628,20180310_B_SAN_18,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,441,547,208
Gd_01628-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01628,20180310_B_SAN_18,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,441,547,208
Gd_01629-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01629,20180310_B_SAN_19,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,441,547,208
Gd_01629-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01629,20180310_B_SAN_19,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,441,547,208
Gd_01629-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01629,20180310_B_SAN_19,Mnat,bat,2,2018_spring_bat,Winter17/18,226,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,441,547,208
Gd_01630-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01630,20180310_B_SAN_20,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,421,239,271,267,335,404,245,276,441,547,208
Gd_01630-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01630,20180310_B_SAN_20,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,421,239,271,267,335,404,245,276,441,547,208
Gd_01638-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01638,20180310_B_HAH_28,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,421,239,271,267,335,404,251,276,441,547,208
Gd_01638-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01638,20180310_B_HAH_28,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,421,239,271,267,335,404,251,276,441,547,208
Gd_01638-ad,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01638,20180310_B_HAH_28,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,224,208,224,426,421,189,271,267,335,404,251,276,441,547,208
Gd_01639-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01639,20180310_B_HAH_29,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,236,208,224,426,421,239,271,267,335,404,245,276,441,547,208
Gd_01639-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01639,20180310_B_HAH_29,Mnat,bat,1,2018_spring_bat,Winter17/18,257,180,264,407,148,212,208,224,426,409,239,300,267,342,404,245,271,441,519,240
Gd_01639-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01639,20180310_B_HAH_29,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,421,239,271,267,335,404,245,276,441,547,208
Gd_01643-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01643,20180310_B_HAH_33,Mnat,bat,1,2018_spring_bat,Winter17/18,257,180,264,401,148,212,208,224,426,409,239,300,267,342,404,245,271,441,519,240
Gd_01643-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01643,20180310_B_HAH_33,Mnat,bat,1,2018_spring_bat,Winter17/18,257,180,264,401,148,212,208,224,426,409,239,300,267,342,404,245,271,441,519,240
Gd_01643-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01643,20180310_B_HAH_33,Mnat,bat,1,2018_spring_bat,Winter17/18,257,180,264,401,148,212,208,224,426,409,239,300,267,342,404,245,271,441,519,240
Gd_01643-ad,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01643,20180310_B_HAH_33,Mnat,bat,1,2018_spring_bat,Winter17/18,257,180,264,407,148,212,208,224,426,409,239,300,267,342,404,245,271,441,519,240
Gd_01644-aa,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01644,20180310_B_HAH_34,Mnat,bat,1,2018_spring_bat,Winter17/18,262,180,264,407,148,212,208,224,426,409,239,305,267,342,404,245,271,441,519,240
Gd_01644-ab,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01644,20180310_B_HAH_34,Mnat,bat,1,2018_spring_bat,Winter17/18,262,180,264,407,148,212,208,224,426,409,239,305,267,342,404,245,271,441,519,240
Gd_01644-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01644,20180310_B_HAH_34,Mnat,bat,1,2018_spring_bat,Winter17/18,262,180,264,407,148,212,208,224,426,409,239,305,267,342,404,245,271,441,519,240
Gd_01644-ad,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01644,20180310_B_HAH_34,Mnat,bat,1,2018_spring_bat,Winter17/18,262,180,264,407,148,212,208,224,426,409,239,305,267,342,404,245,271,441,519,240
Gd_01645-ac,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01645,20180310_B_HAH_35,Mnat,bat,2,2018_spring_bat,Winter17/18,257,180,264,249,142,366,208,224,426,421,239,271,267,335,404,245,276,441,547,208
Gd_01645-ad,Germany,Mecklenburg Western Pomerania,Bad Sülze,10.03.2018,Gd01645,20180310_B_HAH_35,Mnat,bat,1,2018_spring_bat,Winter17/18,196,186,264,261,142,366,208,224,396,390,239,258,267,347,362,245,271,441,519,240
Gd_02339-aa,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02339,20190202_B_ANK_1,Mmyo,bat,2,2019_spring_bat,Winter18/19,196,180,264,261,142,360,208,224,411,403,239,258,267,342,398,251,271,421,547,208
Gd_02339-ab,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02339,20190202_B_ANK_1,Mmyo,bat,2,2019_spring_bat,Winter18/19,211,180,264,261,142,366,208,224,396,452,239,264,267,342,398,245,271,431,547,208
Gd_02339-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02339,20190202_B_ANK_1,Mmyo,bat,1,2019_spring_bat,Winter18/19,211,186,331,249,142,212,208,224,381,397,239,258,267,335,386,263,271,431,519,240
Gd_02340-aa,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02340,20190202_B_ANK_2,Mmyo,bat,1,2019_spring_bat,Winter18/19,211,186,331,249,142,212,208,224,381,397,239,258,267,335,392,263,271,431,519,240
Gd_02340-ab,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02340,20190202_B_ANK_2,Mmyo,bat,1,2019_spring_bat,Winter18/19,211,186,331,249,142,212,208,224,381,397,239,258,267,335,392,263,271,431,519,240
Gd_02340-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02340,20190202_B_ANK_2,Mmyo,bat,2,2019_spring_bat,Winter18/19,221,186,264,249,142,366,208,224,411,446,239,271,267,342,404,245,281,431,547,208
Gd_02341-aa,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02341,20190202_B_ANK_3,Mmyo,bat,2,2019_spring_bat,Winter18/19,226,192,264,255,148,212,208,224,411,409,239,318,285,347,392,245,271,441,547,208
Gd_02341-ab,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02341,20190202_B_ANK_3,Mmyo,bat,2,2019_spring_bat,Winter18/19,226,186,264,261,142,360,208,224,411,446,239,264,267,342,410,245,276,431,547,208
Gd_02341-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02341,20190202_B_ANK_3,Mmyo,bat,2,2019_spring_bat,Winter18/19,226,186,264,261,142,360,208,224,411,446,239,264,267,342,410,245,276,431,547,208
Gd_02342-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02342,20190202_B_ANK_4,Mmyo,bat,2,2019_spring_bat,Winter18/19,226,186,264,261,142,360,208,224,411,446,239,264,267,342,410,245,276,431,547,208
Gd_02343-aa,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02343,20190202_B_ANK_5,Mmyo,bat,2,2019_spring_bat,Winter18/19,221,186,264,249,142,366,208,224,411,452,239,271,267,342,404,245,281,431,547,208
Gd_02343-ab,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02343,20190202_B_ANK_5,Mmyo,bat,2,2019_spring_bat,Winter18/19,221,186,264,249,142,366,208,224,411,446,239,271,267,342,404,245,281,431,547,208
Gd_02343-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02343,20190202_B_ANK_5,Mmyo,bat,2,2019_spring_bat,Winter18/19,221,186,264,249,142,366,208,224,411,446,239,271,267,342,404,245,281,431,547,208
Gd_02344-aa,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02344,20190202_B_ANK_6,Mnat,bat,1,2019_spring_bat,Winter18/19,206,186,264,261,142,366,208,224,396,390,239,258,267,347,404,245,271,441,519,240
Gd_02344-ab,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02344,20190202_B_ANK_6,Mnat,bat,1,2019_spring_bat,Winter18/19,206,186,264,261,142,366,208,224,396,390,239,258,267,347,404,245,271,441,519,240
Gd_02344-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02344,20190202_B_ANK_6,Mnat,bat,1,2019_spring_bat,Winter18/19,206,186,264,261,142,366,208,224,396,390,239,258,267,347,404,245,271,441,519,240
Gd_02345-ab,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02345,20190202_B_ANK_7,Mdas,bat,2,2019_spring_bat,Winter18/19,201,180,264,261,148,360,208,233,396,390,239,258,267,342,398,245,271,431,547,208
Gd_02345-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02345,20190202_B_ANK_7,Mdas,bat,2,2019_spring_bat,Winter18/19,201,180,264,261,148,360,208,233,396,390,239,258,267,342,398,245,271,431,547,208
Gd_02345-ad,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02345,20190202_B_ANK_7,Mdas,bat,2,2019_spring_bat,Winter18/19,201,180,264,261,148,360,208,233,396,390,239,258,267,342,398,245,271,431,547,208
Gd_02346-ac,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02346,20190202_B_ANK3_8,Mnat,bat,1,2019_spring_bat,Winter18/19,211,186,331,249,142,212,208,224,381,397,239,258,267,335,392,263,271,431,519,240
Gd_02346-ad,Germany,Mecklenburg Western Pomerania,Anklam,02.02.2019,Gd02346,20190202_B_ANK3_8,Mnat,bat,2,2019_spring_bat,Winter18/19,221,186,264,249,142,360,208,224,411,446,239,264,267,342,398,245,271,431,547,208
