culture,country,province,site,date,labNo,sample,species,substrate,mtype,sampling_event,winter,Pd1,Pd2,Pd3,Pd11,Pd12,Pd5,Pd6,Pd7,Pd9,Pd13,Pd10,Pd14,Pd21,Pd23,Pd4,Pd17,Pd19,Pd22,Sla2_Long,Sla2_Short
Gd_01435-ac,Germany,Mecklenburg Western Pomerania,Strasburg,11.02.2018,Gd01435,20180211_B_ASC_14,Mnat,bat,2,2018_spring_bat,Winter17/18,196,180,264,261,142,358,208,224,411,403,239,258,267,342,404,245,271,431,547,208
Gd_01533-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01533,20180225_B_ALT_16,Mmyo,bat,2,2018_spring_bat,Winter17/18,231,180,264,249,142,378,214,224,396,446,239,264,267,347,404,245,271,451,547,208
Gd_01534-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01534,20180225_B_ALT_17,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,203,264,261,142,366,208,233,411,458,260,278,267,347,404,245,271,461,547,208
Gd_01534-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01534,20180225_B_ALT_17,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,203,264,261,142,366,208,233,411,458,260,278,267,347,404,245,271,461,547,208
Gd_01535-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01535,20180225_B_ALT_18,Mmyo,bat,1,2018_spring_bat,Winter17/18,206,180,264,249,142,212,214,224,396,397,215,264,267,347,386,305,271,391,519,240
Gd_01535-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01535,20180225_B_ALT_18,Mmyo,bat,1,2018_spring_bat,Winter17/18,206,180,264,249,142,212,214,224,396,397,215,264,267,347,386,305,271,391,519,240
Gd_01535-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01535,20180225_B_ALT_18,Mmyo,bat,1,2018_spring_bat,Winter17/18,206,180,264,249,142,212,214,224,396,397,215,264,267,347,386,305,271,391,519,240
Gd_01536-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01536,20180225_B_ALT_19,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,360,208,224,411,446,239,264,267,342,404,245,271,431,547,208
Gd_01536-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01536,20180225_B_ALT_19,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,196,264,249,142,366,208,233,396,390,239,258,267,347,398,245,271,481,519,240
Gd_01536-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01536,20180225_B_ALT_19,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,366,208,224,411,446,239,271,267,342,398,245,281,431,547,208
Gd_01537-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01537,20180225_B_ALT_20,Mmyo,bat,1,2018_spring_bat,Winter17/18,231,186,264,261,142,372,208,224,411,403,239,264,267,342,404,245,271,431,519,240
Gd_01537-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01537,20180225_B_ALT_20,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,261,142,366,208,224,396,452,239,264,267,342,392,245,271,431,547,208
Gd_01537-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01537,20180225_B_ALT_20,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,186,264,261,142,366,208,233,396,446,239,264,267,347,392,245,271,461,547,208
Gd_01538-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01538,20180225_B_ALT_21,Mmyo,bat,2,2018_spring_bat,Winter17/18,196,186,264,267,142,372,208,224,411,403,239,264,267,342,398,245,276,431,547,208
Gd_01538-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01538,20180225_B_ALT_21,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_01538-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01538,20180225_B_ALT_21,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,249,142,366,208,224,426,403,239,264,267,342,410,245,271,431,547,208
Gd_01539-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01539,20180225_B_ALT_22,Mmyo,bat,1,2018_spring_bat,Winter17/18,252,196,264,255,142,372,214,224,426,446,239,264,267,342,410,245,276,431,519,240
Gd_01539-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01539,20180225_B_ALT_22,Mmyo,bat,2,2018_spring_bat,Winter17/18,201,180,264,249,142,378,208,224,396,390,239,264,267,347,386,245,271,461,547,208
Gd_01539-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01539,20180225_B_ALT_22,Mmyo,bat,1,2018_spring_bat,Winter17/18,211,196,264,249,142,366,208,233,396,390,239,258,267,347,398,245,271,481,519,240
Gd_01540-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01540,20180225_B_ALT_23,Mmyo,bat,1,2018_spring_bat,Winter17/18,247,196,264,261,148,366,214,239,411,390,239,258,267,342,398,299,271,381,519,240
Gd_01540-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01540,20180225_B_ALT_23,Mmyo,bat,1,2018_spring_bat,Winter17/18,247,196,264,261,148,366,214,239,411,390,239,258,267,342,398,299,271,381,519,240
Gd_01540-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01540,20180225_B_ALT_23,Mmyo,bat,1,2018_spring_bat,Winter17/18,277,192,264,249,142,366,208,239,411,452,239,271,267,347,404,245,271,431,519,240
Gd_01541-aa,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01541,20180225_B_ALT_24,Mmyo,bat,2,2018_spring_bat,Winter17/18,211,180,264,261,142,360,208,224,411,458,239,264,267,342,392,245,271,431,547,208
Gd_01541-ab,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01541,20180225_B_ALT_24,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,360,208,224,411,446,239,264,267,342,410,245,271,431,547,208
Gd_01541-ac,Germany,Mecklenburg Western Pomerania,Altentreptow,25.02.2018,Gd01541,20180225_B_ALT_24,Mmyo,bat,2,2018_spring_bat,Winter17/18,221,186,264,249,142,360,208,224,411,446,239,264,267,342,410,245,271,431,547,208
